학교ID,학교명,학교급구분,소재지도로명주소,생성일자,변경일자,위도,경도
B000002057,서울상곡초등학교,초등학교,서울특별시 노원구 노원로38길 34,2013-11-29,2019-09-10,37.6627218,127.062515
B000002058,서울상월초등학교,초등학교,서울특별시 노원구 동일로221길 27,2013-11-29,2019-09-10,37.65865377,127.0569822
B000002059,서울당현초등학교,초등학교,서울특별시 노원구 동일로213길 52,2013-11-29,2019-09-10,37.648634,127.0583817
B000002060,서울상천초등학교,초등학교,서울특별시 노원구 덕릉로 443,2013-11-29,2019-09-10,37.6462819,127.0581071
B000002061,서울동일초등학교,초등학교,서울특별시 노원구 한글비석로 566,2013-11-29,2019-09-10,37.6651664,127.054549
B000002062,서울노원초등학교,초등학교,서울특별시 노원구 동일로230나길 32,2013-11-29,2019-09-10,37.6733178,127.0582937
B000002063,서울노일초등학교,초등학교,서울특별시 노원구 동일로 1625,2013-11-29,2019-09-10,37.6732392,127.0547828
B000002064,서울수락초등학교,초등학교,서울특별시 노원구 동일로 1745,2013-11-29,2019-09-10,37.6842939,127.0548343
B000002065,서울한천초등학교,초등학교,서울특별시 노원구 마들로 45,2013-11-29,2019-09-10,37.6204638,127.069013
B000002066,서울연지초등학교,초등학교,서울특별시 노원구 월계로55길 48,2013-11-29,2019-09-10,37.6334788,127.0599789
B000002067,서울선곡초등학교,초등학교,서울특별시 노원구 광운로2길 1,2013-11-29,2019-09-10,37.6184174,127.0582095
B000002068,서울월계초등학교,초등학교,서울특별시 노원구 월계로45가길 10,2013-11-29,2019-09-10,37.6276242,127.0504153
B000002069,서울원광초등학교,초등학교,서울특별시 노원구 덕릉로76길 18,2013-11-29,2019-09-10,37.6542123,127.0747887
B000002070,서울을지초등학교,초등학교,서울특별시 노원구 중계로 239,2013-11-29,2019-09-10,37.6503519,127.0731299
B000002071,서울중원초등학교,초등학교,서울특별시 노원구 섬밭로 316,2013-11-29,2019-09-10,37.6436702,127.0628262
B000002072,서울청계초등학교,초등학교,서울특별시 노원구 공릉로 431,2013-11-29,2019-09-10,37.6448867,127.066442
B000002073,서울용동초등학교,초등학교,서울특별시 노원구 한글비석로1길 81-11,2013-11-29,2019-09-10,37.6416784,127.069476
B000002074,서울중현초등학교,초등학교,서울특별시 노원구 섬밭로 181,2013-11-29,2019-09-10,37.6324175,127.0662355
B000002075,서울중평초등학교,초등학교,서울특별시 노원구 섬밭로 241,2013-11-29,2019-09-10,37.6372796,127.0640898
B000002076,서울상경초등학교,초등학교,서울특별시 노원구 수락산로 237,2013-11-29,2019-09-10,37.6702084,127.0513209
B000002077,서울상수초등학교,초등학교,서울특별시 노원구 동일로216길 66,2013-11-29,2019-09-10,37.6515858,127.0647353
B000002078,청원초등학교,초등학교,서울특별시 노원구 한글비석로 506,2013-11-29,2019-09-10,37.6660284,127.0620129
B000002079,태강삼육초등학교,초등학교,서울특별시 노원구 화랑로 815,2013-11-29,2019-09-10,37.6431424,127.1062512
B000002080,화랑초등학교,초등학교,서울특별시 노원구 화랑로 621,2013-11-29,2019-09-10,37.6292222,127.0905514
B000002081,상명초등학교,초등학교,서울특별시 노원구 덕릉로 541,2013-11-29,2019-09-10,37.6484702,127.0675498
B000002082,서울대학교사범대학부설초등학교,초등학교,서울특별시 종로구 대학로 64,2013-11-29,2019-09-10,37.5770935,127.0038022
B000002083,서울청운초등학교,초등학교,서울특별시 종로구 자하문로 105,2013-11-29,2019-09-10,37.5859741,126.9691707
B000002084,서울매동초등학교,초등학교,서울특별시 종로구 사직로9길 19,2013-11-29,2019-09-10,37.5772345,126.9668504
B000002085,서울재동초등학교,초등학교,서울특별시 종로구 북촌로4길 7,2013-11-29,2019-09-10,37.5799248,126.9855602
B000002086,서울교동초등학교,초등학교,서울특별시 종로구 삼일대로 446,2013-11-29,2019-09-10,37.57500477,126.9881499
B000002087,서울혜화초등학교,초등학교,서울특별시 종로구 혜화로 32,2013-11-29,2019-09-10,37.5888137,127.0000249
B000002088,서울명신초등학교,초등학교,서울특별시 종로구 낙산길 250,2013-11-29,2019-09-10,37.5812388,127.013846
B000002089,서울독립문초등학교,초등학교,서울특별시 종로구 통일로12길 23,2013-11-29,2019-09-10,37.5741366,126.9602466
B000002091,서울세검정초등학교,초등학교,서울특별시 종로구 세검정로9길 1,2013-11-29,2019-09-10,37.6033878,126.9608999
B000002092,서울창신초등학교,초등학교,서울특별시 종로구 지봉로 73,2013-11-29,2019-09-10,37.5760326,127.0143822
B000002093,서울효제초등학교,초등학교,서울특별시 종로구 대학로 12,2013-11-29,2019-09-10,37.5728828,127.0032572
B000002094,운현초등학교,초등학교,서울특별시 종로구 삼일대로 460,2013-11-29,2019-09-10,37.5758393,126.987819
B000002095,상명대학교사범대학부속초등학교,초등학교,서울특별시 종로구 홍지문2길 1,2013-11-29,2019-09-10,37.6005802,126.956708
B000002096,서울남산초등학교,초등학교,서울특별시 중구 퇴계로22길 17,2013-11-29,2019-09-10,37.5600487,126.9867556
B000002097,서울덕수초등학교,초등학교,서울특별시 중구 덕수궁길 140,2013-11-29,2019-09-10,37.5685606,126.9744424
B000002098,서울봉래초등학교,초등학교,서울특별시 중구 손기정로 73,2013-11-29,2019-09-10,37.5561784,126.9637888
B000002099,서울광희초등학교,초등학교,서울특별시 중구 다산로 269,2013-11-29,2019-09-10,37.5674432,127.0151801
B000002100,서울장충초등학교,초등학교,서울특별시 중구 청구로17길 40,2013-11-29,2019-09-10,37.5594818,127.0114141
B000002101,서울신당초등학교,초등학교,서울특별시 중구 난계로 141,2013-11-29,2019-09-10,37.563715,127.0237242
B000002102,서울흥인초등학교,초등학교,서울특별시 중구 청구로6길 11,2013-11-29,2019-09-10,37.5608307,127.0145429
B000002103,서울청구초등학교,초등학교,서울특별시 중구 다산로 170,2013-11-29,2019-09-10,37.5582656,127.0141941
B000002104,서울충무초등학교,초등학교,서울특별시 중구 퇴계로50길 13,2013-11-29,2019-09-10,37.5619668,127.001346
B000002105,리라초등학교,초등학교,서울특별시 중구 소파로2길 7,2013-11-29,2019-09-10,37.5579702,126.9885837
B000002106,숭의초등학교,초등학교,서울특별시 중구 소파로2길 10,2013-11-29,2019-09-10,37.5567763,126.9875325
B000002107,동산초등학교,초등학교,서울특별시 중구 매봉18길 109,2013-11-29,2019-09-10,37.5562058,127.0167272
B000002108,서울용산초등학교,초등학교,서울특별시 용산구 한강대로57길 33,2013-11-29,2019-09-10,37.53561416,126.9725514
B000002109,서울원효초등학교,초등학교,서울특별시 용산구 효창원로13길 38,2013-11-29,2019-09-10,37.5362134,126.9516606
B000002110,서울청파초등학교,초등학교,서울특별시 용산구 효창원로 228,2013-11-29,2019-09-10,37.5475147,126.9640802
B000002111,서울후암초등학교,초등학교,서울특별시 용산구 두텁바위로 140,2013-11-29,2019-09-10,37.5509911,126.9823336
B000002112,서울이태원초등학교,초등학교,서울특별시 용산구 녹사평대로40길 19,2013-11-29,2019-09-10,37.5360669,126.987859
B000002113,서울서빙고초등학교,초등학교,서울특별시 용산구 서빙고로51길 14,2013-11-29,2019-09-10,37.5214444,126.9921325
B000002114,서울용암초등학교,초등학교,서울특별시 용산구 녹사평대로60길 39,2013-11-29,2019-09-10,37.5448696,126.9891625
B000002115,서울보광초등학교,초등학교,서울특별시 용산구 우사단로 20,2013-11-29,2019-09-10,37.5324666,126.9963946
B000002116,서울한강초등학교,초등학교,서울특별시 용산구 한강대로14길 9,2013-11-29,2019-09-10,37.5252266,126.9651087
B000002117,서울한남초등학교,초등학교,서울특별시 용산구 한남대로 112,2013-11-29,2019-09-10,37.5392493,127.0051252
B000002118,서울금양초등학교,초등학교,서울특별시 용산구 효창원로 137,2013-11-29,2019-09-10,37.5406238,126.9613359
B000002119,서울삼광초등학교,초등학교,서울특별시 용산구 두텁바위로1나길 19,2013-11-29,2019-09-10,37.5473202,126.9768231
B000002120,서울남정초등학교,초등학교,서울특별시 용산구 원효로64길 17-10,2013-11-29,2019-09-10,37.5360588,126.9649864
B000002121,서울신용산초등학교,초등학교,서울특별시 용산구 이촌로 255,2013-11-29,2019-09-10,37.520194,126.9756071
B000002122,신광초등학교,초등학교,서울특별시 용산구 청파로 263,2013-11-29,2019-09-10,37.5431703,126.9699957
B000002123,서울방이초등학교,초등학교,서울특별시 송파구 위례성대로10길 4,2013-11-29,2019-09-10,37.5130915,127.1205626
B000002124,서울가락초등학교,초등학교,서울특별시 송파구 송파대로37길 45,2013-11-29,2019-09-10,37.5001667,127.1076425
B000002125,서울평화초등학교,초등학교,서울특별시 송파구 송파대로26길 22,2013-11-29,2019-09-10,37.4914378,127.1228091
B000002126,서울중대초등학교,초등학교,서울특별시 송파구 송파대로36길 8,2013-11-29,2019-09-10,37.4994062,127.1135642
B000002127,서울문덕초등학교,초등학교,서울특별시 송파구 송이로34길 60,2013-11-29,2019-09-10,37.4852891,127.1275957
B000002128,서울문정초등학교,초등학교,서울특별시 송파구 문정로5길 20,2013-11-29,2019-09-10,37.4884717,127.1289195
B000002129,서울가원초등학교,초등학교,서울특별시 송파구 중대로4길 8,2013-11-29,2019-09-10,37.4893692,127.1110221
B000002130,서울문현초등학교,초등학교,서울특별시 송파구 충민로 137,2013-11-29,2019-09-10,37.4827534,127.1302223
B000002131,서울잠일초등학교,초등학교,서울특별시 송파구 올림픽로 95,2013-11-29,2019-09-10,37.51473995,127.0816351
B000002132,서울잠신초등학교,초등학교,서울특별시 송파구 잠실로 32,2013-11-29,2019-09-10,37.5141141,127.0879195
B000002133,서울송전초등학교,초등학교,서울특별시 송파구 석촌호수로 159,2013-11-29,2019-09-10,37.5084993,127.0949748
B000002134,서울잠동초등학교,초등학교,서울특별시 송파구 올림픽로35길 122,2013-11-29,2019-09-10,37.5179644,127.1001543
B000002135,서울잠실초등학교,초등학교,서울특별시 송파구 올림픽로35길 20,2013-11-29,2019-09-10,37.5201075,127.1113101
B000002136,서울잠현초등학교,초등학교,서울특별시 송파구 올림픽로37길 109,2013-11-29,2019-09-10,37.52258569,127.1047786
B000002137,서울신가초등학교,초등학교,서울특별시 송파구 송이로 75,2013-11-29,2019-09-10,37.5003769,127.1198579
B000002138,서울가주초등학교,초등학교,서울특별시 송파구 오금로40길 37,2013-11-29,2019-09-10,37.4965216,127.1293812
B000002139,서울가동초등학교,초등학교,서울특별시 송파구 중대로20길 47,2013-11-29,2019-09-10,37.4973198,127.130219
B000002140,서울영풍초등학교,초등학교,서울특별시 송파구 오금로57길 15,2013-11-29,2019-09-10,37.4962643,127.1429536
B000002141,서울거원초등학교,초등학교,서울특별시 송파구 양산로2길 26,2013-11-29,2019-09-10,37.4878297,127.1447579
B000002142,서울남천초등학교,초등학교,서울특별시 송파구 성내천로 207,2013-11-29,2019-09-10,37.5011739,127.1505715
B000002143,서울마천초등학교,초등학교,서울특별시 송파구 마천로61다길 24,2013-11-29,2019-09-10,37.4954974,127.1524746
B000002144,서울오륜초등학교,초등학교,서울특별시 송파구 양재대로 1196,2013-11-29,2019-09-10,37.5122054,127.1347813
B000002145,서울세륜초등학교,초등학교,서울특별시 송파구 양재대로 1264,2013-11-29,2019-09-10,37.5183539,127.1341356
B000002146,서울방산초등학교,초등학교,서울특별시 송파구 오금로27길 42,2013-11-29,2019-09-10,37.5096455,127.1211143
B000002147,서울삼전초등학교,초등학교,서울특별시 송파구 백제고분로28길 19,2013-11-29,2019-09-10,37.5015071,127.0927452
B000002148,서울석촌초등학교,초등학교,서울특별시 송파구 가락로11길 26,2013-11-29,2019-09-10,37.5027584,127.1048724
B000002149,서울송파초등학교,초등학교,서울특별시 송파구 백제고분로 400,2013-11-29,2019-09-10,37.5070869,127.1108763
B000002150,서울오금초등학교,초등학교,서울특별시 송파구 위례성대로22길 11,2013-11-29,2019-09-10,37.5091557,127.1317971
B000002151,서울거여초등학교,초등학교,서울특별시 송파구 마천로25길 18,2013-11-29,2019-09-10,37.5047528,127.1410936
B000002152,서울개롱초등학교,초등학교,서울특별시 송파구 문정로 211,2013-11-29,2019-09-10,37.4973677,127.1398426
B000002153,서울잠전초등학교,초등학교,서울특별시 송파구 올림픽로12길 51,2013-11-29,2019-09-10,37.5071595,127.0842067
B000002154,서울풍납초등학교,초등학교,서울특별시 송파구 풍성로 43,2013-11-29,2019-09-10,37.5348603,127.1174625
B000002155,서울토성초등학교,초등학교,서울특별시 송파구 풍성로20길 44,2013-11-29,2019-09-10,37.5316475,127.1155695
B000002156,서울풍성초등학교,초등학교,서울특별시 송파구 강동대로2길 13,2013-11-29,2019-09-10,37.5261388,127.1137028
B000002157,서울아주초등학교,초등학교,서울특별시 송파구 올림픽로4길 59,2013-11-29,2019-09-10,37.50582752,127.075764
B000002158,서울버들초등학교,초등학교,서울특별시 송파구 석촌호수로 81,2013-11-29,2019-09-10,37.5103926,127.0890677
B000002159,서울신천초등학교,초등학교,서울특별시 송파구 올림픽로 215,2013-11-29,2019-09-10,37.5137862,127.0953838
B000002161,서울선린초등학교,초등학교,서울특별시 강동구 진황도로61길 29,2013-11-29,2019-09-10,37.529447,127.1460489
B000002162,서울고명초등학교,초등학교,서울특별시 강동구 고덕로46길 53,2013-11-29,2019-09-10,37.5530361,127.14682
B000002163,서울묘곡초등학교,초등학교,서울특별시 강동구 동남로79길 46,2013-11-29,2019-09-10,37.5584546,127.1531803
B000002164,서울강일초등학교,초등학교,서울특별시 강동구 아리수로98길 24,2013-11-29,2019-09-10,37.5649609,127.1771117
B000002165,서울고덕초등학교,초등학교,서울특별시 강동구 아리수로82길 42,2013-11-29,2019-09-10,37.5610786,127.1663766
B000002166,서울강덕초등학교,초등학교,서울특별시 강동구 동남로82길 94-54,2013-11-29,2019-09-10,37.5589366,127.1607703
